Ticket_ID,Department,Issue_Type,Priority,Created_Date,Assigned_Team,Resolution_Time_Hours,SLA_Hours,Status,Workflow_Type
2359,Compliance,System Bug,Low,2025-01-27,IT Support,59,48,Closed,Reporting
2360,Engineering,Permission Issue,Medium,2025-04-03,Analytics Team,12,12,Closed,System
2361,Customer Support,Data Error,High,2025-01-06,Analytics Team,54,48,Closed,User Access
2362,Operations,Access Issue,Low,2025-03-03,DevOps,41,48,Closed,User Access
2363,Sales,Workflow Delay,Medium,2025-03-16,IT Support,69,12,Closed,Reporting
2364,Finance,Access Issue,Critical,2025-02-14,Process Team,25,12,Closed,Reporting
2365,Engineering,Integration Error,Critical,2025-03-26,DataOps,56,8,Closed,Reporting
2366,Operations,Workflow Delay,Medium,2025-05-01,DevOps,39,36,Closed,Process
2367,Marketing,Integration Error,Low,2025-01-01,DevOps,62,8,Closed,Reporting
2368,Customer Support,System Bug,High,2025-02-23,DataOps,47,48,Closed,System
2369,Operations,Workflow Delay,Low,2025-01-17,DevOps,24,36,Closed,Process
2370,Operations,System Bug,Low,2025-04-17,DevOps,35,12,Closed,User Access
2371,HR,Permission Issue,High,2025-04-10,Analytics Team,45,8,Closed,System
2372,HR,Access Issue,High,2025-04-18,DevOps,39,8,Open,Process
2373,Engineering,Workflow Delay,Medium,2025-04-30,DataOps,29,36,Closed,Reporting
2374,Sales,System Bug,Critical,2025-01-06,IT Support,42,12,Closed,System
2375,Compliance,Data Error,Low,2025-02-19,IT Support,38,12,Open,Process
2376,Marketing,Integration Error,High,2025-01-18,DataOps,3,12,Closed,User Access
2377,Engineering,System Bug,Low,2025-01-30,Process Team,44,12,Open,User Access
2378,Compliance,Workflow Delay,Medium,2025-04-07,Analytics Team,1,12,Closed,User Access
2379,Compliance,Integration Error,Medium,2025-03-12,DataOps,27,24,Closed,System
2380,Engineering,Integration Error,High,2025-02-20,IT Support,68,48,Closed,Reporting
2381,Customer Support,Integration Error,Critical,2025-02-06,Process Team,64,8,Closed,System
2382,HR,Workflow Delay,High,2025-01-09,Process Team,31,12,Open,Reporting
2383,Customer Support,Reporting Failure,High,2025-01-14,DevOps,54,8,Closed,Reporting
2384,Engineering,System Bug,Medium,2025-03-09,Process Team,14,24,Closed,System
2385,Finance,Access Issue,Critical,2025-04-07,IT Support,48,36,Open,System
2386,Finance,System Bug,Medium,2025-04-21,DevOps,17,12,Closed,Process
2387,Finance,Data Error,Medium,2025-02-19,DataOps,2,24,Closed,Reporting
2388,HR,System Bug,Critical,2025-01-26,DevOps,14,24,Closed,Automation
2389,Marketing,Data Error,Critical,2025-04-28,DataOps,40,12,Closed,Reporting
2390,Compliance,System Bug,Medium,2025-01-19,DataOps,8,36,Closed,Process
2391,Compliance,System Bug,Medium,2025-04-02,DataOps,39,24,Closed,Process
2392,HR,Permission Issue,High,2025-01-07,DataOps,46,8,Closed,Process
2393,Sales,Integration Error,High,2025-03-03,Process Team,62,36,Closed,System
2394,Compliance,Data Error,Low,2025-02-11,Process Team,58,48,Open,Automation
2395,Operations,Permission Issue,Medium,2025-03-20,IT Support,68,24,Open,System
2396,Sales,Reporting Failure,High,2025-01-21,IT Support,28,12,Open,System
2397,Engineering,Workflow Delay,High,2025-01-21,IT Support,2,36,Open,Reporting
2398,Marketing,Integration Error,Low,2025-01-28,DataOps,66,8,Open,Reporting
2399,Marketing,Permission Issue,Medium,2025-02-06,Analytics Team,5,12,Open,System
2400,Customer Support,System Bug,High,2025-03-28,DataOps,62,12,Closed,Process
2401,Compliance,Integration Error,High,2025-03-06,Process Team,41,24,Closed,Automation
2402,Sales,Reporting Failure,Medium,2025-04-19,DataOps,31,36,Closed,Automation
2403,HR,Reporting Failure,High,2025-03-15,Process Team,10,8,Closed,User Access
2404,Engineering,Permission Issue,Low,2025-02-18,DevOps,20,36,Open,System
2405,Finance,Permission Issue,Low,2025-02-19,IT Support,30,8,Closed,Automation
2406,HR,Workflow Delay,Medium,2025-05-01,DevOps,21,48,Open,System
2407,Customer Support,Workflow Delay,Medium,2025-03-12,Analytics Team,20,36,Closed,User Access
2408,Compliance,System Bug,High,2025-03-18,DataOps,45,12,Closed,Process
2409,Operations,Reporting Failure,Critical,2025-04-29,DataOps,29,36,Open,System
2410,Compliance,Integration Error,Critical,2025-02-24,Analytics Team,70,24,Closed,User Access
2411,Customer Support,Access Issue,Medium,2025-04-30,Analytics Team,11,24,Closed,Automation
2412,Sales,Access Issue,Low,2025-03-07,DevOps,21,36,Closed,User Access
2413,Marketing,Permission Issue,Low,2025-03-14,IT Support,30,48,Open,Process
2414,Sales,Permission Issue,Medium,2025-02-11,DevOps,62,36,Open,Reporting
2415,Compliance,Data Error,Low,2025-02-27,IT Support,69,36,Open,Automation
2416,HR,System Bug,Medium,2025-04-12,Analytics Team,8,8,Closed,Automation
2417,Marketing,Access Issue,High,2025-04-23,DataOps,71,48,Closed,System
2418,Operations,Integration Error,Medium,2025-01-14,DevOps,44,36,Closed,User Access
2419,HR,Integration Error,Low,2025-03-13,Analytics Team,33,12,Closed,Reporting
2420,Customer Support,Permission Issue,High,2025-02-03,Process Team,45,24,Closed,Process
2421,HR,Workflow Delay,Low,2025-03-28,IT Support,4,48,Closed,System
2422,Finance,Data Error,Critical,2025-04-12,IT Support,17,12,Open,Reporting
2423,Finance,Reporting Failure,Critical,2025-03-17,DataOps,49,36,Open,Reporting
2424,Compliance,Reporting Failure,High,2025-04-17,DataOps,28,36,Closed,Automation
2425,Operations,Integration Error,Critical,2025-01-08,Process Team,52,48,Closed,System
2426,Engineering,Access Issue,Critical,2025-04-16,Process Team,27,48,Closed,Process
2427,Compliance,Data Error,Medium,2025-03-11,IT Support,24,36,Closed,System
2428,Sales,Reporting Failure,Medium,2025-04-06,Analytics Team,23,36,Closed,Reporting
2429,Operations,System Bug,High,2025-01-01,DevOps,49,24,Closed,Automation
2430,Finance,Permission Issue,Low,2025-02-05,DevOps,29,48,Closed,Reporting
2431,Customer Support,Access Issue,High,2025-01-04,Process Team,2,36,Closed,Reporting
2432,Sales,Workflow Delay,Medium,2025-02-22,Analytics Team,39,48,Closed,User Access
2433,Sales,Integration Error,High,2025-02-10,Process Team,65,36,Closed,Automation
2434,Finance,Permission Issue,Low,2025-03-05,Analytics Team,53,48,Open,Process
2435,Compliance,Data Error,Critical,2025-04-22,DataOps,3,8,Closed,System
2436,Marketing,System Bug,High,2025-04-02,Analytics Team,34,48,Closed,System
2437,Finance,Integration Error,High,2025-01-19,IT Support,64,48,Closed,Process
2438,Operations,Reporting Failure,High,2025-04-25,Analytics Team,45,8,Closed,System
2439,Customer Support,Data Error,Critical,2025-05-01,DataOps,2,48,Closed,System
2440,Operations,Access Issue,Medium,2025-01-19,Analytics Team,69,36,Closed,User Access
2441,Engineering,Integration Error,Medium,2025-04-14,DevOps,22,48,Open,User Access
2442,Compliance,Access Issue,Critical,2025-03-05,Process Team,71,8,Open,Automation
2443,Customer Support,System Bug,Medium,2025-03-13,IT Support,7,8,Closed,Reporting
2444,Customer Support,Reporting Failure,Medium,2025-01-03,DataOps,38,24,Open,System
2445,HR,Integration Error,High,2025-01-26,DevOps,17,36,Open,Process
2446,Engineering,Integration Error,Low,2025-04-28,Analytics Team,54,8,Open,System
2447,Engineering,System Bug,High,2025-03-23,Process Team,11,48,Open,Process
2448,Compliance,Integration Error,Low,2025-01-21,Analytics Team,71,12,Closed,User Access
2449,Sales,Access Issue,Medium,2025-03-18,IT Support,11,48,Closed,System
2450,Sales,Permission Issue,High,2025-03-27,Process Team,64,8,Closed,Reporting
2451,Engineering,System Bug,Medium,2025-02-19,DataOps,13,24,Closed,User Access
2452,Compliance,Workflow Delay,Medium,2025-04-04,IT Support,53,8,Closed,Reporting
2453,Sales,Integration Error,Critical,2025-04-25,Process Team,33,8,Closed,Reporting
2454,Sales,Workflow Delay,Critical,2025-04-26,Analytics Team,20,12,Closed,Automation
2455,Marketing,Permission Issue,Critical,2025-03-03,DevOps,28,36,Closed,Process
2456,Customer Support,System Bug,Medium,2025-03-02,DataOps,48,8,Open,Automation
2457,Customer Support,Workflow Delay,High,2025-04-04,Analytics Team,18,8,Closed,Process
2458,HR,Permission Issue,Critical,2025-01-19,DevOps,27,48,Closed,System
2459,Finance,Access Issue,Low,2025-01-03,Process Team,23,8,Closed,User Access
2460,Compliance,Access Issue,Medium,2025-03-29,DataOps,3,48,Closed,Reporting
2461,Marketing,System Bug,Medium,2025-04-27,IT Support,58,24,Closed,System
2462,HR,Reporting Failure,High,2025-03-27,DevOps,21,24,Open,User Access
2463,Compliance,Permission Issue,Low,2025-03-23,IT Support,11,24,Closed,System
2464,HR,Permission Issue,Low,2025-04-20,DataOps,36,36,Closed,Process
2465,Compliance,System Bug,Medium,2025-02-12,Analytics Team,37,36,Open,User Access
2466,Finance,Access Issue,Medium,2025-04-04,DevOps,17,48,Open,Automation
2467,Engineering,Reporting Failure,Critical,2025-04-04,Process Team,50,12,Closed,Process
2468,Finance,Workflow Delay,Critical,2025-01-28,Analytics Team,9,36,Closed,System
2469,Sales,Data Error,Low,2025-04-10,IT Support,35,36,Closed,Reporting
2470,Compliance,Access Issue,Low,2025-01-16,Process Team,35,24,Open,Process
2471,Marketing,Access Issue,Critical,2025-03-28,Process Team,58,12,Open,Automation
2472,Customer Support,System Bug,High,2025-03-07,Process Team,26,8,Closed,Reporting
2473,Finance,Reporting Failure,Medium,2025-04-23,DevOps,49,8,Open,Automation
2474,Engineering,Reporting Failure,Low,2025-02-13,DataOps,57,12,Closed,System
2475,HR,Integration Error,Medium,2025-03-24,Analytics Team,41,48,Open,Reporting
2476,Sales,Reporting Failure,Medium,2025-01-19,Process Team,39,36,Closed,Process
2477,Operations,Access Issue,Critical,2025-01-27,DataOps,16,48,Open,System
2478,Customer Support,Access Issue,Critical,2025-02-13,IT Support,72,24,Closed,System
2479,Marketing,Reporting Failure,Critical,2025-04-10,Process Team,11,24,Open,User Access
2480,Customer Support,System Bug,High,2025-04-24,DevOps,64,24,Open,Automation
2481,Marketing,Integration Error,High,2025-03-01,DataOps,62,24,Closed,Process
2482,Operations,Integration Error,High,2025-03-05,DataOps,16,12,Closed,Process
2483,Sales,Integration Error,Medium,2025-03-14,DevOps,19,48,Closed,Automation
2484,HR,Access Issue,Critical,2025-01-16,Process Team,63,12,Closed,Reporting
2485,Marketing,Permission Issue,Critical,2025-01-13,Analytics Team,19,12,Closed,Process
2486,HR,Permission Issue,High,2025-01-07,IT Support,1,24,Closed,Automation
2487,Operations,Access Issue,High,2025-01-03,Analytics Team,55,24,Open,Automation
2488,Sales,Integration Error,Medium,2025-02-23,IT Support,47,36,Closed,System
2489,Operations,Reporting Failure,Low,2025-01-24,DataOps,37,36,Closed,Automation
2490,Operations,Access Issue,High,2025-01-28,IT Support,19,8,Closed,Process
2491,Compliance,Data Error,High,2025-01-27,Analytics Team,54,36,Closed,Reporting
2492,Customer Support,Integration Error,Critical,2025-03-13,DevOps,69,8,Open,Automation
2493,Sales,Access Issue,High,2025-04-14,IT Support,21,48,Closed,System
2494,Engineering,Reporting Failure,High,2025-04-21,DataOps,38,12,Closed,User Access
2495,Sales,Permission Issue,Low,2025-02-04,DataOps,29,8,Open,Process
2496,Marketing,Integration Error,Medium,2025-03-11,IT Support,49,12,Closed,User Access
2497,Finance,Access Issue,Low,2025-04-06,IT Support,5,36,Closed,System
2498,Compliance,System Bug,High,2025-02-27,DataOps,39,8,Closed,User Access
2499,Finance,Workflow Delay,Low,2025-02-22,DevOps,2,12,Closed,Process
2500,Operations,Access Issue,Critical,2025-03-22,Process Team,60,48,Closed,System
2501,Marketing,Integration Error,Medium,2025-02-19,Analytics Team,61,48,Open,User Access
2502,Compliance,Integration Error,Medium,2025-04-21,IT Support,50,12,Closed,Automation
2503,Operations,Reporting Failure,High,2025-04-19,DataOps,12,24,Closed,System
2504,Compliance,Reporting Failure,Medium,2025-01-28,DataOps,20,8,Open,User Access
2505,Compliance,System Bug,High,2025-04-30,Analytics Team,5,8,Open,User Access
2506,Compliance,Integration Error,High,2025-02-21,DataOps,24,36,Closed,User Access
2507,Compliance,Integration Error,Low,2025-04-08,Analytics Team,21,8,Closed,Process
2508,Operations,Access Issue,Critical,2025-02-10,DevOps,27,8,Closed,System
2509,Finance,Data Error,High,2025-02-18,DevOps,72,24,Closed,Automation
2510,Finance,Integration Error,Critical,2025-01-24,IT Support,12,24,Closed,Automation
2511,Finance,System Bug,Critical,2025-01-30,IT Support,58,12,Closed,System
2512,HR,Reporting Failure,Low,2025-04-04,DevOps,50,8,Closed,Reporting
2513,Finance,Workflow Delay,Critical,2025-03-21,DataOps,72,36,Closed,Automation
2514,Engineering,Integration Error,High,2025-03-11,IT Support,22,36,Closed,User Access
2515,Operations,Data Error,Low,2025-04-20,Analytics Team,22,24,Closed,Automation
2516,Customer Support,Integration Error,High,2025-02-19,IT Support,58,24,Closed,Process
2517,Operations,Access Issue,Medium,2025-03-27,IT Support,3,8,Closed,Process
2518,HR,Data Error,Medium,2025-03-14,Analytics Team,4,12,Closed,System
2519,Customer Support,Workflow Delay,High,2025-01-09,Process Team,62,12,Open,User Access
2520,Sales,Access Issue,Critical,2025-01-02,Process Team,44,24,Open,Reporting
2521,Compliance,Access Issue,Medium,2025-01-26,IT Support,52,24,Open,Reporting
2522,Engineering,Workflow Delay,Low,2025-03-07,Analytics Team,55,36,Closed,System
2523,Finance,Permission Issue,Critical,2025-04-29,DevOps,44,8,Closed,Reporting
2524,Customer Support,Reporting Failure,Critical,2025-03-14,IT Support,31,8,Closed,Reporting
2525,Finance,Permission Issue,Low,2025-04-25,Process Team,39,48,Closed,Reporting
2526,Engineering,Workflow Delay,High,2025-04-18,DevOps,17,48,Closed,Reporting
2527,Engineering,Reporting Failure,Critical,2025-02-05,DevOps,8,8,Closed,Process
2528,Engineering,Integration Error,Low,2025-02-13,DevOps,54,12,Closed,User Access
2529,Finance,Data Error,Low,2025-02-11,Process Team,43,36,Closed,Reporting
2530,Sales,Workflow Delay,High,2025-03-09,DataOps,21,48,Closed,User Access
2531,Customer Support,Data Error,High,2025-01-07,IT Support,71,48,Open,Process
2532,HR,Access Issue,Critical,2025-04-26,IT Support,18,24,Closed,System
2533,Sales,Permission Issue,Critical,2025-01-31,Process Team,31,36,Closed,User Access
2534,Customer Support,Reporting Failure,Medium,2025-02-23,IT Support,39,12,Closed,System
2535,Finance,Integration Error,Low,2025-02-22,DataOps,16,48,Open,Reporting
2536,Marketing,Integration Error,High,2025-04-30,Analytics Team,43,48,Closed,Reporting
2537,Engineering,Reporting Failure,Medium,2025-03-25,IT Support,29,24,Open,Process
2538,Engineering,System Bug,High,2025-03-28,IT Support,46,12,Closed,User Access
2539,HR,Reporting Failure,Low,2025-01-30,Process Team,49,24,Closed,Automation
2540,Customer Support,Access Issue,Medium,2025-03-16,DataOps,16,12,Closed,Process
2541,Compliance,Workflow Delay,High,2025-04-18,IT Support,53,24,Open,Automation
2542,Sales,Workflow Delay,Low,2025-02-27,IT Support,67,36,Open,System
2543,Customer Support,Permission Issue,Medium,2025-01-01,DevOps,12,12,Open,Reporting
2544,HR,Access Issue,Medium,2025-03-28,IT Support,59,12,Closed,System
2545,Finance,Access Issue,Low,2025-04-29,DataOps,4,12,Closed,Process
2546,Customer Support,Access Issue,Low,2025-03-09,DevOps,14,8,Closed,User Access
2547,Finance,Integration Error,Low,2025-01-28,DevOps,68,8,Closed,User Access
2548,Engineering,Reporting Failure,Medium,2025-01-28,DataOps,23,12,Closed,System
2549,Operations,Workflow Delay,Critical,2025-03-29,DevOps,49,8,Closed,Automation
2550,Marketing,System Bug,Critical,2025-01-13,Analytics Team,21,12,Closed,Process
2551,Customer Support,Reporting Failure,Medium,2025-02-24,DevOps,63,24,Closed,System
2552,Finance,Permission Issue,Low,2025-02-18,DataOps,62,36,Closed,Process
2553,Sales,Permission Issue,Low,2025-04-04,Process Team,50,12,Closed,Process
2554,Compliance,Data Error,High,2025-01-11,DevOps,4,12,Open,Automation
2555,Sales,Reporting Failure,Medium,2025-04-13,Process Team,5,24,Closed,User Access
2556,Sales,Workflow Delay,Low,2025-01-19,Analytics Team,55,36,Open,Reporting
2557,Operations,Reporting Failure,Low,2025-03-18,Analytics Team,29,24,Closed,Automation
2558,Sales,System Bug,Medium,2025-02-03,DevOps,12,24,Closed,System
2559,Compliance,Integration Error,Medium,2025-01-19,DevOps,48,36,Open,User Access
2560,Customer Support,Integration Error,Critical,2025-03-26,DataOps,46,24,Closed,Automation
2561,Finance,Integration Error,Low,2025-04-16,DataOps,68,48,Open,Reporting
2562,Marketing,Data Error,Low,2025-01-16,IT Support,34,36,Closed,Automation
2563,Sales,Workflow Delay,Critical,2025-01-26,IT Support,41,36,Open,Reporting
2564,Finance,Integration Error,Critical,2025-04-23,IT Support,40,36,Closed,Reporting
2565,Sales,Reporting Failure,Low,2025-01-23,DataOps,47,24,Open,Process
2566,Compliance,Data Error,Medium,2025-01-27,Process Team,25,8,Closed,Process
2567,Finance,Workflow Delay,High,2025-04-17,DataOps,39,8,Closed,User Access
2568,Compliance,Permission Issue,Critical,2025-03-09,DevOps,40,8,Open,System
2569,Marketing,Access Issue,Low,2025-03-23,DataOps,57,24,Closed,Process
2570,HR,Reporting Failure,Low,2025-04-15,IT Support,71,36,Closed,Process
2571,Finance,Reporting Failure,Medium,2025-03-08,DevOps,19,48,Closed,Reporting
2572,Compliance,Permission Issue,Critical,2025-03-12,IT Support,55,48,Closed,System
2573,HR,Reporting Failure,Critical,2025-01-08,DataOps,6,24,Closed,Process
2574,Marketing,Workflow Delay,Low,2025-01-17,DataOps,71,24,Closed,Process
2575,Engineering,Permission Issue,Low,2025-04-27,Analytics Team,67,36,Closed,User Access
2576,Sales,Integration Error,Critical,2025-02-05,IT Support,63,48,Closed,User Access
2577,Sales,Access Issue,Critical,2025-04-22,IT Support,22,36,Open,User Access
2578,Compliance,Workflow Delay,Critical,2025-03-22,DataOps,69,24,Open,System
2579,HR,System Bug,Low,2025-02-01,Analytics Team,38,8,Open,Process
2580,Sales,Data Error,Critical,2025-01-29,Process Team,61,36,Open,Process
2581,HR,Workflow Delay,Medium,2025-03-19,DataOps,17,24,Closed,Process
2582,Finance,Workflow Delay,Medium,2025-03-10,IT Support,7,12,Closed,User Access
2583,Compliance,Integration Error,Critical,2025-03-28,Analytics Team,50,48,Closed,System
2584,HR,System Bug,Critical,2025-02-03,IT Support,41,8,Closed,Reporting
2585,Finance,System Bug,High,2025-05-01,Analytics Team,48,48,Open,User Access
2586,Finance,Integration Error,High,2025-02-11,DevOps,43,12,Open,System
2587,Finance,Access Issue,Medium,2025-02-19,DataOps,57,8,Closed,Reporting
2588,Operations,Integration Error,Critical,2025-02-14,Process Team,18,36,Closed,Reporting
2589,Operations,Permission Issue,Medium,2025-01-25,DataOps,36,48,Closed,Process
2590,Engineering,System Bug,Medium,2025-04-11,Process Team,35,36,Open,Automation
2591,Compliance,System Bug,Low,2025-01-20,Analytics Team,40,24,Closed,System
2592,HR,Reporting Failure,Low,2025-03-17,IT Support,68,8,Closed,System
2593,Compliance,Integration Error,Medium,2025-02-15,Process Team,61,36,Closed,Automation
2594,Operations,Data Error,Critical,2025-02-05,Analytics Team,44,24,Closed,Reporting
2595,Finance,Integration Error,Low,2025-02-02,Analytics Team,15,8,Closed,Automation
2596,Customer Support,Permission Issue,Medium,2025-04-23,DataOps,39,48,Closed,System
2597,Customer Support,Workflow Delay,Low,2025-04-10,Process Team,26,8,Open,Automation
2598,Finance,Permission Issue,Critical,2025-01-26,Process Team,29,8,Open,Process
2599,Sales,Workflow Delay,Critical,2025-01-18,DataOps,22,36,Closed,User Access
2600,Sales,Data Error,Critical,2025-04-18,Process Team,41,24,Closed,Automation
2601,Marketing,Integration Error,Medium,2025-01-16,Process Team,24,8,Open,Automation
2602,Compliance,Integration Error,Medium,2025-03-16,DevOps,38,8,Closed,Automation
2603,Marketing,Access Issue,Critical,2025-04-26,DevOps,68,36,Closed,Process
2604,Sales,Permission Issue,Medium,2025-03-15,Process Team,38,36,Closed,Process
2605,Compliance,Reporting Failure,Critical,2025-01-02,DevOps,34,8,Closed,Reporting
2606,Customer Support,Permission Issue,Low,2025-04-08,DataOps,45,12,Open,User Access
2607,Sales,Integration Error,Low,2025-03-04,DevOps,15,48,Closed,Reporting
2608,Sales,Integration Error,Low,2025-03-16,DevOps,30,12,Closed,System
2609,Compliance,Workflow Delay,High,2025-04-04,IT Support,67,48,Closed,Process
2610,Customer Support,Workflow Delay,High,2025-03-18,DataOps,21,48,Closed,Reporting
2611,Sales,Workflow Delay,Medium,2025-04-25,DataOps,57,8,Closed,Reporting
2612,Engineering,System Bug,High,2025-02-17,Process Team,53,24,Open,System
2613,Marketing,Data Error,Low,2025-01-25,DataOps,52,8,Closed,System
2614,HR,Workflow Delay,Low,2025-03-05,IT Support,30,24,Closed,Process
2615,Finance,Permission Issue,Critical,2025-03-30,IT Support,20,36,Open,Reporting
2616,Marketing,Permission Issue,Medium,2025-03-29,Process Team,17,12,Closed,Reporting
2617,Finance,Integration Error,Medium,2025-03-17,Process Team,58,12,Closed,Process
2618,HR,Reporting Failure,High,2025-01-26,Analytics Team,43,48,Open,System
2619,Marketing,System Bug,Medium,2025-03-22,DevOps,30,36,Closed,Automation
2620,Finance,System Bug,Low,2025-04-08,Analytics Team,71,24,Closed,System
2621,Compliance,Integration Error,Low,2025-02-03,IT Support,38,24,Closed,Automation
2622,Compliance,Reporting Failure,High,2025-02-24,DevOps,65,12,Closed,User Access
2623,Marketing,Reporting Failure,Low,2025-01-31,IT Support,58,24,Closed,Reporting
2624,Engineering,Reporting Failure,Medium,2025-01-01,Analytics Team,2,8,Closed,Automation
2625,Operations,Reporting Failure,Medium,2025-02-19,DevOps,33,24,Closed,System
2626,Operations,System Bug,Medium,2025-04-27,Analytics Team,25,36,Closed,User Access
2627,HR,Access Issue,High,2025-04-23,DataOps,44,12,Closed,Reporting
2628,Engineering,Permission Issue,Low,2025-04-28,Analytics Team,24,24,Closed,Reporting
2629,Sales,Integration Error,Medium,2025-05-01,DevOps,57,24,Open,Reporting
2630,HR,Data Error,High,2025-02-08,Process Team,32,48,Closed,System
2631,Finance,Access Issue,Critical,2025-01-11,Process Team,34,12,Closed,Process
2632,Customer Support,System Bug,Low,2025-02-28,DataOps,32,8,Closed,User Access
2633,Engineering,Workflow Delay,Critical,2025-04-22,Analytics Team,67,8,Open,User Access
2634,Finance,Workflow Delay,High,2025-03-07,Process Team,59,36,Open,Process
2635,Customer Support,System Bug,Medium,2025-02-05,DevOps,41,12,Closed,Process
2636,Compliance,System Bug,Medium,2025-03-12,DataOps,71,8,Closed,User Access
2637,Sales,Workflow Delay,Critical,2025-02-10,IT Support,10,12,Open,Reporting
2638,Compliance,Workflow Delay,Low,2025-02-10,Process Team,27,24,Open,Automation
2639,Marketing,Reporting Failure,Low,2025-01-20,IT Support,45,48,Closed,System
2640,Compliance,Data Error,High,2025-01-01,Process Team,55,36,Closed,Reporting
2641,Marketing,Integration Error,Critical,2025-03-06,IT Support,63,36,Closed,Process
2642,HR,System Bug,Low,2025-04-30,DataOps,43,8,Closed,Process
2643,Compliance,Access Issue,High,2025-03-24,DataOps,1,36,Closed,Reporting
2644,Customer Support,Access Issue,Medium,2025-01-20,Process Team,36,48,Closed,Reporting
2645,Compliance,Workflow Delay,Critical,2025-01-17,DataOps,34,8,Closed,Reporting
2646,Engineering,Permission Issue,Medium,2025-02-25,DataOps,57,48,Open,Automation
2647,HR,Access Issue,Critical,2025-03-08,DataOps,49,12,Closed,Reporting
2648,HR,Integration Error,Medium,2025-02-12,DataOps,34,24,Closed,User Access
2649,HR,Access Issue,Critical,2025-04-10,Process Team,44,48,Closed,System
2650,Operations,Access Issue,Critical,2025-02-16,Process Team,11,48,Closed,Automation
2651,Compliance,System Bug,Low,2025-04-11,DataOps,64,12,Closed,User Access
2652,Engineering,Access Issue,Low,2025-01-16,Analytics Team,27,24,Closed,Automation
2653,HR,Data Error,Medium,2025-01-14,DataOps,20,12,Open,System
2654,Marketing,Reporting Failure,Medium,2025-04-28,Analytics Team,18,24,Closed,Process
2655,Compliance,Reporting Failure,High,2025-01-02,DevOps,19,36,Open,Reporting
2656,Customer Support,Access Issue,Critical,2025-03-12,DataOps,56,12,Closed,Reporting
2657,Marketing,System Bug,Medium,2025-02-26,Analytics Team,58,24,Open,System
2658,Customer Support,Workflow Delay,Medium,2025-05-01,DevOps,57,36,Closed,System
2659,Operations,Reporting Failure,Medium,2025-03-23,Process Team,7,24,Open,Automation
2660,Customer Support,Access Issue,Medium,2025-04-21,DataOps,50,8,Closed,Reporting
2661,Customer Support,Workflow Delay,Medium,2025-01-19,Process Team,27,48,Open,User Access
2662,Customer Support,Reporting Failure,Medium,2025-01-01,IT Support,8,24,Closed,Process
2663,Operations,Access Issue,High,2025-01-25,DevOps,36,48,Closed,User Access
2664,Customer Support,System Bug,High,2025-04-11,Analytics Team,53,48,Closed,User Access
2665,Finance,System Bug,Critical,2025-05-01,DataOps,54,24,Open,Automation
2666,Customer Support,Reporting Failure,Low,2025-04-06,Analytics Team,49,48,Closed,User Access
2667,Sales,Data Error,Low,2025-01-02,DevOps,26,12,Closed,Automation
2668,Engineering,Workflow Delay,Low,2025-04-04,Process Team,4,12,Closed,Automation
2669,Customer Support,Reporting Failure,Medium,2025-03-15,Process Team,67,48,Closed,Automation
2670,Marketing,Reporting Failure,Low,2025-05-01,Analytics Team,43,8,Closed,Automation
2671,Engineering,Access Issue,Low,2025-03-16,DevOps,50,48,Closed,System
2672,Customer Support,System Bug,High,2025-03-13,IT Support,38,48,Open,System
2673,Engineering,Data Error,Low,2025-02-25,DevOps,37,24,Closed,System
2674,Operations,Integration Error,Medium,2025-03-10,Process Team,67,8,Closed,User Access
2675,Customer Support,System Bug,Critical,2025-03-28,Process Team,45,48,Closed,Reporting
2676,Compliance,Access Issue,Critical,2025-01-27,Analytics Team,65,48,Closed,User Access
2677,Sales,Workflow Delay,Critical,2025-03-10,IT Support,23,8,Open,Process
2678,HR,Workflow Delay,Critical,2025-04-16,Analytics Team,58,24,Open,User Access
2679,Operations,System Bug,Low,2025-02-17,DevOps,65,48,Closed,Process
2680,Customer Support,Integration Error,Low,2025-04-12,Process Team,43,12,Closed,Reporting
2681,Engineering,Permission Issue,Critical,2025-04-29,DevOps,51,36,Closed,Process
2682,Operations,Reporting Failure,Medium,2025-04-25,Process Team,57,8,Closed,User Access
2683,Customer Support,Reporting Failure,Low,2025-03-31,Process Team,70,12,Closed,System
2684,Finance,Data Error,Medium,2025-04-03,Process Team,68,12,Closed,Reporting
2685,Sales,Workflow Delay,Low,2025-02-27,Analytics Team,70,48,Open,System
2686,Engineering,Permission Issue,Low,2025-02-14,IT Support,66,12,Closed,User Access
2687,HR,Reporting Failure,Medium,2025-02-01,Process Team,60,12,Closed,User Access
2688,Engineering,System Bug,Low,2025-04-18,Analytics Team,26,36,Open,User Access
2689,Operations,Reporting Failure,Low,2025-01-15,DevOps,8,24,Open,System
2690,Customer Support,Data Error,Low,2025-02-25,DataOps,9,8,Closed,Process
2691,HR,Access Issue,Low,2025-01-16,DevOps,31,48,Closed,User Access
2692,HR,Access Issue,Low,2025-04-25,DevOps,42,24,Open,User Access
2693,HR,Reporting Failure,Medium,2025-01-27,DevOps,69,36,Open,Automation
2694,Finance,Permission Issue,Low,2025-02-28,IT Support,28,36,Closed,System
2695,Engineering,Permission Issue,High,2025-01-21,DevOps,34,24,Closed,Process
2696,Customer Support,Reporting Failure,Low,2025-04-15,DataOps,4,36,Closed,System
2697,Marketing,Integration Error,Medium,2025-03-23,DataOps,52,12,Closed,Process
2698,Marketing,Workflow Delay,Medium,2025-01-21,IT Support,8,8,Open,User Access
